ORDERNUMBER,ORDERDATE,ORDERLINENUMBER,QUANTITY,PRICEEACH,SALES,STATUS,PRODUCTLINE,HASMSRP,CODE,CUSTOMER,CITY,STATE,DEALSIZE,ACTIVECUSTOMER
14426,2020-01-12,4,165,197.74,32554.37,Shipped,Fresh Produce Fruits,1,10136,WALMART,San Antonio,TX,Large,Active
13285,2020-02-10,1,144,124.48,17944.91,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Houston,TX,Small,Active
14894,2020-04-22,1,149,170.44,25416.61,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Macon,GA,Medium,Active
14182,2020-05-29,4,157,162.22,25527.35,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Texas City,TX,Small,Active
14617,2018-01-31,12,150,176.52,26519.83,Shipped,Pork,1,10136,COSTCO,Houston,TX,Medium,Active
11719,2018-04-01,3,126,200.05,25186.05,Shipped,Pork,1,10136,WALMART,El Paso,TX,Medium,Active
12483,2018-06-03,14,139,209.28,29091.73,Shipped,Pork,1,10136,COSTCO,El Paso,TX,Medium,Active
13067,2018-08-01,8,134,207.47,27827.05,Shipped,Pork,1,10136,WALMART,Corpus Christi,TX,Medium,Active
14348,2018-09-21,6,164,204.08,33506.84,Shipped,Pork,1,10136,WALMART,Houston,TX,Medium,Active
14953,2018-10-22,15,160,183.96,29402.01,Shipped,Pork,1,10136,COSTCO,Jacksonville,FL,Medium,Active
12162,2018-11-06,4,137,210.13,28711.51,Shipped,Pork,1,10136,WALMART,Dallas,TX,Medium,Active
12191,2018-11-14,9,139,207.86,28931.23,Shipped,Pork,1,10136,WALMART,Cape Coral,FL,Medium,Active
12881,2018-11-25,9,159,217.66,34592.59,Shipped,Pork,1,10136,WALMART,Austin,TX,Medium,Active
12213,2018-12-09,10,122,206.0,25224.44,Shipped,Pork,1,10136,WALMART,Tampa,FL,Medium,Active
11956,2019-03-11,4,142,196.53,27916.78,Shipped,Pork,1,10136,COSTCO,San Antonio,TX,Medium,Active
12267,2019-05-05,8,137,209.6,28665.4,Shipped,Pork,1,10136,COSTCO,Houston,TX,Small,Active
12188,2019-06-15,7,143,196.98,28247.22,Shipped,Pork,1,10136,COSTCO,New Orleans,LA,Medium,Active
14302,2019-07-20,8,138,189.96,26197.96,Shipped,Pork,1,10136,COSTCO,San Antonio,TX,Medium,Active
12929,2019-08-19,4,140,212.72,29724.52,Shipped,Pork,1,10136,WALMART,San Antonio,TX,Medium,Active
14740,2019-09-08,11,162,205.43,33251.49,Shipped,Pork,1,10136,COSTCO,Austin,TX,Medium,Active
12115,2019-10-13,8,113,224.38,25453.58,Shipped,Pork,1,10136,WALMART,Dallas,TX,Medium,Active
15147,2019-10-22,2,152,181.3,27646.97,Shipped,Pork,1,10136,WALMART,Galveston,TX,Medium,Active
13530,2019-11-05,10,109,127.53,13887.67,Shipped,Pork,1,10136,WALMART,Austin,TX,Small,Active
12548,2019-11-19,6,140,184.81,25948.61,Shipped,Pork,1,10136,WALMART,Jacksonville,FL,Medium,Active
12895,2019-12-01,7,146,204.23,29867.65,Shipped,Pork,1,10136,COSTCO,El Paso,TX,Medium,Active
12081,2019-12-10,11,105,142.37,14900.74,Shipped,Pork,1,10136,COSTCO,Houston,TX,Small,Active
13572,2020-01-20,5,127,217.29,27494.43,Shipped,Pork,1,10136,COSTCO,Palm Beach,FL,Medium,Active
12588,2020-02-22,11,133,199.31,26517.78,Shipped,Pork,1,10136,COSTCO,Houston,TX,Medium,Active
14131,2020-05-03,8,141,191.76,27036.25,Shipped,Pork,1,10136,COSTCO,Houston,TX,Medium,Active
13845,2020-05-31,7,117,180.17,21060.74,Shipped,Pork,1,10136,COSTCO,Dallas,TX,Medium,Active
11783,2018-01-09,4,141,215.86,30530.71,Shipped,Fresh Produce Fruits,1,10136,WALMART,Galveston,TX,Medium,Active
12994,2018-03-18,4,136,207.37,28119.61,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Fort Worth,TX,Medium,Active
14380,2018-05-21,3,136,203.82,27674.81,Shipped,Fresh Produce Fruits,1,10136,WALMART,Corpus Christi,TX,Medium,Active
11358,2018-09-12,8,109,185.42,20183.53,Shipped,Fresh Produce Fruits,1,10136,WALMART,Cape Coral,FL,Medium,Active
14098,2018-10-18,6,157,179.87,28189.72,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Cape Coral,FL,Medium,Active
14567,2018-11-05,10,130,220.56,28666.32,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Galveston,TX,Medium,Active
12908,2018-11-12,7,128,215.02,27570.58,Shipped,Fresh Produce Fruits,1,10136,COSTCO,San Antonio,TX,Small,Active
12836,2018-11-21,11,164,209.23,34314.87,Shipped,Fresh Produce Fruits,1,10136,WALMART,El Paso,TX,Medium,Active
14071,2018-12-02,1,113,208.86,23503.06,Shipped,Fresh Produce Fruits,1,10136,COSTCO,El Paso,TX,Medium,Active
14017,2019-01-26,4,150,192.14,28869.83,Shipped,Fresh Produce Fruits,1,10136,WALMART,Houston,TX,Medium,Active
13655,2019-03-02,7,143,218.6,31199.05,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Tampa,FL,Large,Active
11312,2019-04-26,2,145,200.55,29119.42,Shipped,Fresh Produce Fruits,1,10136,WALMART,Tampa,FL,Medium,Active
13371,2019-08-17,13,136,193.2,26230.52,Shipped,Fresh Produce Fruits,1,10136,WALMART,Fort Worth,TX,Medium,Active
13091,2019-09-01,2,156,175.03,27228.57,Shipped,Fresh Produce Fruits,1,10136,COSTCO,New Orleans,LA,Medium,Active
12443,2019-10-11,17,148,192.75,28479.04,Shipped,Fresh Produce Fruits,1,10136,WALMART,Tampa,FL,Small,Active
12157,2019-10-21,14,141,207.38,29138.9,Shipped,Fresh Produce Fruits,1,10136,COSTCO,San Antonio,TX,Medium,Active
12295,2019-11-04,6,156,223.0,34808.69,Shipped,Fresh Produce Fruits,1,10136,WALMART,Houston,TX,Large,Active
11461,2019-11-17,8,139,142.13,19687.11,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Fort Worth,TX,Small,Active
14706,2019-11-25,3,155,200.5,31052.91,Shipped,Fresh Produce Fruits,1,10136,WALMART,Austin,TX,Medium,Active
13290,2019-12-09,3,132,177.09,23341.52,Shipped,Fresh Produce Fruits,1,10136,WALMART,Palm Beach,FL,Medium,Active
14426,2020-01-12,5,122,178.75,21804.62,Shipped,Fresh Produce Fruits,1,10136,WALMART,San Antonio,TX,Medium,Active
14427,2020-02-16,10,138,185.17,25531.92,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Houston,TX,Medium,Active
12767,2020-03-04,16,116,203.04,23602.57,Shipped,Fresh Produce Fruits,1,10136,COSTCO,San Antonio,TX,Medium,Active
14379,2020-04-23,2,119,180.74,21461.02,Shipped,Fresh Produce Fruits,1,10136,COSTCO,New Orleans,LA,Small,Active
14182,2020-05-29,2,149,178.57,26632.96,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Texas City,TX,Medium,Active
13677,2018-01-29,2,116,174.7,20253.79,Shipped,Pork,1,10136,WALMART,Houston,TX,Small,Active
11719,2018-04-01,6,139,191.39,26620.76,Shipped,Pork,1,10136,WALMART,El Paso,TX,Medium,Active
12754,2018-05-28,2,131,175.0,22939.19,Shipped,Pork,1,10136,WALMART,Houston,TX,Small,Active
12350,2018-07-24,2,144,182.56,26224.77,Shipped,Pork,1,10136,WALMART,Houston,TX,Small,Active
14348,2018-09-21,9,120,144.74,17421.04,Shipped,Pork,1,10136,WALMART,Houston,TX,Small,Active
14953,2018-10-22,18,128,157.03,20171.67,Shipped,Pork,1,10136,COSTCO,Jacksonville,FL,Small,Active
12162,2018-11-06,7,117,191.16,22349.91,Shipped,Pork,1,10136,WALMART,Dallas,TX,Small,Active
12191,2018-11-14,12,160,162.48,26064.25,Shipped,Pork,1,10136,WALMART,Cape Coral,FL,Small,Active
11905,2018-11-25,2,136,152.27,20736.59,Shipped,Pork,1,10136,COSTCO,Tampa,FL,Medium,Active
12213,2018-12-09,13,151,180.83,27240.24,Shipped,Pork,1,10136,WALMART,Tampa,FL,Small,Active
12369,2019-02-04,2,136,173.21,23509.07,Shipped,Pork,1,10136,COSTCO,New Orleans,LA,Small,Active
11956,2019-03-11,7,139,145.17,20140.3,Shipped,Pork,1,10136,COSTCO,San Antonio,TX,Small,Active
12267,2019-05-05,11,151,186.35,28206.77,Shipped,Pork,1,10136,COSTCO,Houston,TX,Small,Active
12188,2019-06-15,10,135,128.63,17354.53,Shipped,Pork,1,10136,COSTCO,New Orleans,LA,Small,Active
14302,2019-07-20,11,119,169.99,20221.43,Shipped,Pork,1,10136,COSTCO,San Antonio,TX,Small,Active
12929,2019-08-19,7,134,136.42,18220.02,Shipped,Pork,1,10136,WALMART,San Antonio,TX,Small,Active
11918,2019-09-08,2,109,160.0,17373.5,Shipped,Pork,1,10136,COSTCO,Savannah,GA,Small,Active
12115,2019-10-13,11,129,141.63,18260.97,Shipped,Pork,1,10136,WALMART,Dallas,TX,Small,Active
15147,2019-10-22,5,150,176.21,26499.1,Shipped,Pork,1,10136,WALMART,Galveston,TX,Small,Active
12295,2019-11-04,11,156,176.45,27578.95,Shipped,Pork,1,10136,WALMART,Houston,TX,Small,Active
12548,2019-11-19,1,137,160.29,21992.61,Shipped,Pork,1,10136,WALMART,Jacksonville,FL,Small,Active
14383,2019-11-29,8,152,207.97,31597.2,Shipped,Pork,1,10136,COSTCO,Corpus Christi,TX,Medium,Active
14283,2019-12-10,7,129,157.36,20358.67,Shipped,Pork,1,10136,COSTCO,San Antonio,TX,Small,Active
13572,2020-01-20,7,138,179.42,24732.22,Shipped,Pork,1,10136,COSTCO,Palm Beach,FL,Small,Active
15234,2020-02-17,7,148,151.77,22500.55,Shipped,Pork,1,10136,COSTCO,Cape Coral,FL,Small,Active
13774,2020-03-09,5,130,141.47,18437.7,Shipped,Pork,1,10136,COSTCO,Palm Beach,FL,Small,Active
14131,2020-05-03,11,149,164.38,24480.9,Shipped,Pork,1,10136,COSTCO,Houston,TX,Small,Active
13845,2020-05-31,10,99,169.91,16773.17,Shipped,Pork,1,10136,COSTCO,Dallas,TX,Small,Active
14889,2018-02-17,2,120,190.39,22896.01,Shipped,Beef,1,10136,COSTCO,Galveston,TX,Medium,Active
12734,2018-04-29,8,147,183.3,26949.23,Shipped,Beef,1,10136,COSTCO,Corpus Christi,TX,Small,Active
13476,2018-06-27,3,150,169.36,25423.46,Shipped,Beef,1,10136,COSTCO,Houston,TX,Medium,Active
12172,2018-08-25,14,143,192.53,27549.62,Shipped,Beef,1,10136,WALMART,San Antonio,TX,Small,Active
13175,2018-10-28,9,124,174.17,21576.61,Shipped,Beef,1,10136,WALMART,Houston,TX,Small,Active
13565,2019-01-12,7,132,171.76,22707.62,Shipped,Beef,1,10136,WALMART,Jacksonville,FL,Medium,Active
11958,2019-02-20,9,147,209.91,30854.87,Shipped,Beef,1,10136,COSTCO,Corpus Christi,TX,Medium,Active
13327,2019-04-02,3,136,165.15,22493.77,Shipped,Beef,1,10136,WALMART,Corpus Christi,TX,Small,Active
11787,2019-05-11,4,134,221.92,29712.14,Shipped,Beef,1,10136,COSTCO,Macon,GA,Small,Active
14719,2019-06-28,10,150,182.77,27355.45,Shipped,Beef,1,10136,WALMART,Austin,TX,Small,Active
13619,2019-07-23,9,151,193.12,29182.18,Shipped,Beef,1,10136,COSTCO,Dallas,TX,Medium,Active
13097,2019-08-21,1,126,154.76,19458.84,Shipped,Beef,1,10136,WALMART,El Paso,TX,Small,Active
12278,2019-09-16,4,123,182.48,22376.86,Shipped,Beef,1,10136,WALMART,Cape Coral,FL,Small,Active
11600,2019-10-15,7,141,202.78,28613.29,Shipped,Beef,1,10136,WALMART,Austin,TX,Small,Active
15133,2019-11-02,9,109,177.1,19382.17,Shipped,Beef,1,10136,WALMART,San Antonio,TX,Medium,Active
13781,2019-11-10,8,145,178.38,25801.92,Shipped,Beef,1,10136,COSTCO,Shreveport,LA,Medium,Active
12374,2019-11-23,2,118,203.41,23998.43,Shipped,Beef,1,10136,WALMART,San Antonio,TX,Small,Active
14448,2019-12-04,1,113,213.14,24130.98,Shipped,Beef,1,10136,WALMART,Jacksonville,FL,Medium,Active
13032,2020-02-02,2,153,184.62,28194.24,Shipped,Beef,1,10136,WALMART,Cape Coral,FL,Small,Active
14215,2020-03-01,18,136,187.72,25621.2,Shipped,Beef,1,10136,COSTCO,Houston,TX,Small,Active
14159,2020-03-30,15,148,179.45,26490.83,Shipped,Beef,1,10136,COSTCO,Atlanta,GA,Small,Active
12169,2020-04-03,3,117,188.0,22041.21,Shipped,Beef,1,10136,WALMART,Palm Beach,FL,Medium,Active
14220,2020-05-10,4,99,198.83,19640.52,Shipped,Beef,1,10136,COSTCO,Columbus,GA,Small,Active
12139,2018-02-24,6,130,162.16,21091.49,Shipped,Poultry,1,10136,COSTCO,Austin,TX,Small,Active
12734,2018-04-29,4,165,179.48,29581.32,Shipped,Poultry,1,10136,COSTCO,Corpus Christi,TX,Small,Active
14215,2018-07-01,6,129,178.94,23074.61,Shipped,Poultry,1,10136,WALMART,Palm Beach,FL,Small,Active
12172,2018-08-25,10,125,160.75,20165.89,Shipped,Poultry,1,10136,WALMART,San Antonio,TX,Small,Active
12563,2018-10-10,18,137,139.58,19088.98,Shipped,Poultry,1,10136,COSTCO,Cape Coral,FL,Small,Active
13175,2018-10-28,5,123,137.97,16957.14,Shipped,Poultry,1,10136,WALMART,Houston,TX,Small,Active
13474,2018-11-11,13,128,169.2,21645.61,Shipped,Poultry,1,10136,WALMART,Palm Beach,FL,Small,Active
13474,2018-11-11,13,126,178.12,22487.54,Shipped,Poultry,1,10136,WALMART,Palm Beach,FL,Small,Active
12595,2018-11-18,5,150,161.2,24124.13,Shipped,Poultry,1,10136,WALMART,Corpus Christi,TX,Small,Active
12945,2018-12-01,6,129,145.24,18730.5,Shipped,Poultry,1,10136,WALMART,Palm Beach,FL,Small,Active
13565,2019-01-12,3,163,169.06,27596.06,Shipped,Poultry,1,10136,WALMART,Jacksonville,FL,Small,Active
11958,2019-02-20,5,115,178.59,20612.79,Shipped,Poultry,1,10136,COSTCO,Corpus Christi,TX,Small,Active
12949,2019-04-03,2,114,177.16,20162.92,Shipped,Poultry,1,10136,WALMART,Galveston,TX,Small,Active
11835,2019-05-18,6,122,147.74,18023.23,Shipped,Poultry,1,10136,WALMART,Palm Beach,FL,Small,Active
14719,2019-06-28,6,140,146.87,20525.39,Shipped,Poultry,1,10136,WALMART,Austin,TX,Small,Active
13619,2019-07-23,5,155,166.45,25874.21,Shipped,Poultry,1,10136,COSTCO,Dallas,TX,Small,Active
14001,2019-08-27,10,120,151.87,18269.88,Shipped,Poultry,1,10136,WALMART,Dallas,TX,Small,Active
11441,2019-09-27,2,133,126.53,16854.75,Shipped,Poultry,1,10136,WALMART,New Orleans,LA,Small,Active
11600,2019-10-15,3,146,144.57,21052.1,Shipped,Poultry,1,10136,WALMART,Austin,TX,Small,Active
15133,2019-11-02,5,124,168.56,20885.49,Shipped,Poultry,1,10136,WALMART,San Antonio,TX,Small,Active
12495,2019-11-15,12,155,218.74,33858.26,Shipped,Poultry,1,10136,COSTCO,Austin,TX,Medium,Active
12374,2019-11-23,1,149,142.64,21192.87,Shipped,Poultry,1,10136,WALMART,San Antonio,TX,Small,Active
11757,2020-01-05,3,143,172.09,24612.36,Shipped,Poultry,1,10136,WALMART,Houston,TX,Small,Active
13032,2020-02-02,4,100,151.12,15076.13,Shipped,Poultry,1,10136,WALMART,Cape Coral,FL,Small,Active
12291,2020-03-03,5,164,193.17,31665.19,Shipped,Poultry,1,10136,COSTCO,Savannah,GA,Medium,Active
11515,2020-04-07,2,172,131.84,22636.54,Shipped,Poultry,1,10136,WALMART,Dallas,TX,Medium,Active
11784,2020-05-13,6,157,154.77,24344.89,Shipped,Poultry,1,10136,COSTCO,Houston,TX,Small,Active
11783,2018-01-09,1,134,183.8,24717.56,Shipped,Fresh Produce Fruits,1,10136,WALMART,Galveston,TX,Medium,Active
12994,2018-03-18,1,136,177.81,24175.57,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Fort Worth,TX,Medium,Active
14416,2018-05-21,2,117,221.25,25908.15,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Corpus Christi,TX,Medium,Active
11600,2018-07-16,8,120,191.86,23019.89,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Texas City,TX,Large,Active
11358,2018-09-12,5,119,191.29,22751.22,Shipped,Fresh Produce Fruits,1,10136,WALMART,Cape Coral,FL,Medium,Active
14098,2018-10-18,3,128,186.75,23971.84,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Cape Coral,FL,Large,Active
14567,2018-11-05,7,140,206.34,28970.16,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Galveston,TX,Medium,Active
12908,2018-11-12,4,102,200.4,20344.94,Shipped,Fresh Produce Fruits,1,10136,COSTCO,San Antonio,TX,Medium,Active
12836,2018-11-21,8,143,224.07,31931.92,Shipped,Fresh Produce Fruits,1,10136,WALMART,El Paso,TX,Medium,Active
15190,2018-12-03,3,129,221.63,28512.08,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Houston,TX,Large,Active
14017,2019-01-26,1,131,189.7,24921.19,Shipped,Fresh Produce Fruits,1,10136,WALMART,Houston,TX,Large,Active
13655,2019-03-02,4,129,199.15,25620.21,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Tampa,FL,Medium,Active
13473,2019-04-29,8,139,182.77,25487.03,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Houston,TX,Medium,Active
11562,2019-06-04,1,133,222.27,29663.02,Shipped,Fresh Produce Fruits,1,10136,WALMART,Tampa,FL,Medium,Active
13371,2019-08-17,10,119,180.78,21488.97,Shipped,Fresh Produce Fruits,1,10136,WALMART,Fort Worth,TX,Medium,Active
12849,2019-09-03,3,166,203.74,33914.91,Shipped,Fresh Produce Fruits,1,10136,WALMART,Corpus Christi,TX,Large,Active
12443,2019-10-11,14,141,192.82,27211.91,Shipped,Fresh Produce Fruits,1,10136,WALMART,Tampa,FL,Medium,Active
12157,2019-10-21,11,107,210.8,22452.86,Shipped,Fresh Produce Fruits,1,10136,COSTCO,San Antonio,TX,Medium,Active
12295,2019-11-04,2,139,213.15,29711.55,Shipped,Fresh Produce Fruits,1,10136,WALMART,Houston,TX,Medium,Active
11461,2019-11-17,1,127,136.53,17359.18,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Fort Worth,TX,Small,Active
14383,2019-11-29,6,103,195.59,20228.41,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Corpus Christi,TX,Medium,Active
13290,2019-12-09,1,131,200.89,26392.81,Shipped,Fresh Produce Fruits,1,10136,WALMART,Palm Beach,FL,Medium,Active
14426,2020-01-12,7,154,173.94,26832.51,Shipped,Fresh Produce Fruits,1,10136,WALMART,San Antonio,TX,Medium,Active
14427,2020-02-16,8,98,160.68,15805.5,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Houston,TX,Small,Active
12767,2020-03-04,7,109,184.75,20184.74,Shipped,Fresh Produce Fruits,1,10136,COSTCO,San Antonio,TX,Small,Active
14825,2020-05-29,1,129,187.94,24244.23,Shipped,Fresh Produce Fruits,1,10136,COSTCO,San Antonio,TX,Medium,Active
13743,2018-03-10,1,142,202.7,28876.4,Shipped,Fresh Produce Vegetables,1,10136,WALMART,Galveston,TX,Medium,Active
11769,2018-05-20,3,163,220.07,35800.17,Shipped,Fresh Produce Vegetables,1,10136,WALMART,New Orleans,LA,Medium,Active
12857,2018-07-10,3,148,209.79,30991.9,Shipped,Fresh Produce Vegetables,1,10136,COSTCO,Atlanta,GA,Medium,Active
12178,2018-09-11,10,119,176.35,20996.62,Shipped,Fresh Produce Vegetables,1,10136,COSTCO,Palm Beach,FL,Medium,Active
12660,2018-10-17,9,113,209.89,23771.38,Shipped,Fresh Produce Vegetables,1,10136,WALMART,Dallas,TX,Medium,Active
13299,2018-11-05,7,135,210.43,28334.42,Shipped,Fresh Produce Vegetables,1,10136,WALMART,Austin,TX,Medium,Active
14983,2018-11-12,3,112,200.74,22431.04,Shipped,Fresh Produce Vegetables,1,10136,WALMART,Corpus Christi,TX,Medium,Active
12037,2018-11-20,8,135,197.36,26659.5,Shipped,Fresh Produce Vegetables,1,10136,WALMART,Houston,TX,Medium,Active
14071,2018-12-02,14,140,195.97,27347.72,Shipped,Fresh Produce Vegetables,1,10136,COSTCO,El Paso,TX,Medium,Active
12262,2019-01-16,7,125,190.68,23741.99,Shipped,Fresh Produce Vegetables,1,10136,COSTCO,Houston,TX,Medium,Active
11503,2019-02-26,5,126,178.81,22609.06,Shipped,Fresh Produce Vegetables,1,10136,WALMART,Austin,TX,Medium,Active
11977,2019-04-13,12,161,209.53,33761.81,Shipped,Fresh Produce Vegetables,1,10136,WALMART,Tampa,FL,Medium,Active
14092,2019-06-01,2,115,222.99,25587.1,Shipped,Fresh Produce Vegetables,1,10136,WALMART,Corpus Christi,TX,Medium,Active
13285,2019-07-06,3,138,178.09,24512.64,Shipped,Fresh Produce Vegetables,1,10136,COSTCO,Columbus,GA,Small,Active
13655,2019-08-06,3,123,222.11,27265.39,Shipped,Fresh Produce Vegetables,1,10136,WALMART,Corpus Christi,TX,Medium,Active
11506,2019-08-30,1,126,204.92,25840.64,Shipped,Fresh Produce Vegetables,1,10136,WALMART,San Antonio,TX,Medium,Active
12539,2018-10-05,5,129,215.29,27690.97,Shipped,Fresh Produce Vegetables,1,10136,WALMART,El Paso,TX,Medium,Active
13490,2019-10-16,10,165,201.43,33139.91,Shipped,Fresh Produce Vegetables,1,10136,COSTCO,Houston,TX,Medium,Active
14683,2019-11-04,7,144,205.24,29544.75,Shipped,Fresh Produce Vegetables,1,10136,WALMART,Fort Worth,TX,Small,Active
13688,2019-11-17,10,133,167.51,22226.39,Shipped,Fresh Produce Vegetables,1,10136,WALMART,Galveston,TX,Small,Active
14180,2019-11-24,3,110,144.06,15890.89,Shipped,Fresh Produce Vegetables,1,10136,COSTCO,Atlanta,GA,Small,Active
14106,2020-01-10,2,143,222.59,31902.02,Shipped,Fresh Produce Vegetables,1,10136,WALMART,Savannah,GA,Medium,Active
13285,2020-02-10,5,147,199.27,29195.5,Shipped,Fresh Produce Vegetables,1,10136,COSTCO,Houston,TX,Medium,Active
14894,2020-04-22,12,159,183.69,29275.18,Shipped,Fresh Produce Vegetables,1,10136,COSTCO,Macon,GA,Medium,Active
13288,2020-05-17,2,163,200.89,32816.85,Shipped,Fresh Produce Vegetables,1,10136,COSTCO,Augusta,GA,Large,Active
13677,2018-01-29,12,139,188.41,26256.39,Shipped,Fresh Produce Fruits,1,10136,WALMART,Houston,TX,Small,Active
12941,2018-03-24,2,105,180.83,18966.25,Shipped,Fresh Produce Fruits,1,10136,WALMART,Jacksonville,FL,Small,Active
12754,2018-05-28,12,151,214.41,32276.45,Shipped,Fresh Produce Fruits,1,10136,WALMART,Houston,TX,Small,Active
11600,2018-07-16,1,146,186.71,27339.41,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Texas City,TX,Medium,Active
13750,2018-09-19,9,172,196.37,33701.64,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Jacksonville,FL,Medium,Active
11733,2018-10-20,2,144,178.21,25638.65,Shipped,Fresh Produce Fruits,1,10136,WALMART,Jacksonville,FL,Medium,Active
13629,2018-11-06,5,166,197.34,32752.59,Shipped,Fresh Produce Fruits,1,10136,WALMART,Cape Coral,FL,Medium,Active
12175,2018-11-13,9,151,166.12,25092.85,Shipped,Fresh Produce Fruits,1,10136,WALMART,Palm Beach,FL,Medium,Active
12836,2018-11-21,1,128,195.94,25050.06,Shipped,Fresh Produce Fruits,1,10136,WALMART,El Paso,TX,Small,Active
14387,2018-12-05,7,147,184.57,27063.79,Shipped,Fresh Produce Fruits,1,10136,WALMART,Galveston,TX,Medium,Active
12839,2019-01-29,4,137,223.16,30549.08,Shipped,Fresh Produce Fruits,1,10136,WALMART,Atlanta,GA,Medium,Active
13904,2019-03-10,3,101,203.6,20599.05,Shipped,Fresh Produce Fruits,1,10136,WALMART,Macon,GA,Small,Active
13473,2019-04-29,1,136,177.19,24156.32,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Houston,TX,Medium,Active
14678,2019-06-14,1,157,186.08,29262.6,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Macon,GA,Medium,Active
12884,2019-07-19,10,136,215.96,29459.41,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Texas City,TX,Small,Active
13371,2019-08-17,3,126,187.31,23646.44,Shipped,Fresh Produce Fruits,1,10136,WALMART,Fort Worth,TX,Medium,Active
11918,2019-09-08,12,151,184.88,27832.16,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Savannah,GA,Medium,Active
12443,2019-10-11,7,157,212.04,33194.54,Shipped,Fresh Produce Fruits,1,10136,WALMART,Tampa,FL,Medium,Active
12157,2019-10-21,4,147,216.55,31833.74,Shipped,Fresh Produce Fruits,1,10136,COSTCO,San Antonio,TX,Medium,Active
12295,2019-11-04,12,137,215.54,29456.27,Shipped,Fresh Produce Fruits,1,10136,WALMART,Houston,TX,Medium,Active
14561,2019-11-18,5,141,198.03,27945.45,Shipped,Fresh Produce Fruits,1,10136,WALMART,Palm Beach,FL,Small,Active
14383,2019-11-29,9,126,213.73,26918.26,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Corpus Christi,TX,Medium,Active
14283,2019-12-10,6,156,163.16,25484.9,Shipped,Fresh Produce Fruits,1,10136,COSTCO,San Antonio,TX,Medium,Active
11497,2020-01-20,1,160,194.38,31019.86,Shipped,Fresh Produce Fruits,1,10136,WALMART,El Paso,TX,Medium,Active
15234,2020-02-17,8,151,175.29,26448.77,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Cape Coral,FL,Medium,Active
13774,2020-03-09,6,114,165.37,18849.96,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Palm Beach,FL,Small,Active
12097,2020-05-30,1,123,202.72,24933.65,Shipped,Fresh Produce Fruits,1,10136,WALMART,El Paso,TX,Small,Active
13677,2018-01-29,14,111,161.73,17931.37,Shipped,Fresh Produce Fruits,1,10136,WALMART,Houston,TX,Small,Active
11443,2018-03-25,2,145,178.68,25881.32,Shipped,Fresh Produce Fruits,1,10136,WALMART,Palm Beach,FL,Small,Active
12754,2018-05-28,14,144,166.27,23974.34,Shipped,Fresh Produce Fruits,1,10136,WALMART,Houston,TX,Medium,Active
11600,2018-07-16,3,136,178.56,24276.82,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Texas City,TX,Small,Active
13750,2018-09-19,11,122,164.14,19981.08,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Jacksonville,FL,Small,Active
11733,2018-10-20,4,123,168.03,20702.4,Shipped,Fresh Produce Fruits,1,10136,WALMART,Jacksonville,FL,Medium,Active
14567,2018-11-05,2,121,153.57,18613.77,Shipped,Fresh Produce Fruits,1,10136,COSTCO,Galveston,TX,Small,Active
12175,2018-11-13,11,161,175.99,28286.46,Shipped,Fresh Produce Fruits,1,10136,WALMART,Palm Beach,FL,Small,Active
12836,2018-11-21,3,148,131.48,19497.91,Shipped,Fresh Produce Fruits,1,10136,WALMART,El Paso,TX,Small,Active
14387,2018-12-05,9,133,180.72,24031.44,Shipped,Fresh Produce Fruits,1,10136,WALMART,Galveston,TX,Small,Active
12839,2019-01-29,6,153,174.58,26758.52,Shipped,Fresh Produce Fruits,1,10136,WALMART,Atlanta,GA,Small,Active
13904,2019-03-10,5,127,165.88,21065.05,Shipped,Fresh Produce Fruits,1,10136,WALMART,Macon,GA,Small,Active
